Level,Name
,5H
2,J
,2K
5,C DUP
3P,
,1U
,1J
5H,
,6M
4,H DUP
,1P
4,U
3K,
,6P
,5U
3,P
2,B DUP
3,H
3B,
,3P
4,C
3,B
2,U
1,ALUMNI
1,M
6U,
4,M DUP
1,J
2,C
5U,
6K,
2,K
6,P DUP
4,M
,2J
6,J DUP
1U,
2J,
4,J
6,M DUP
1,B DUP
,6U
2,C DUP
1,U
6P,
,2H
,3B
,2B
6,J
4,B DUP
1,C
6M,
1,U DUP
1,K
3,P DUP
,4K
3,J DUP
2K,
1,K DUP
4M,
4,U DUP
2,P
,2M
4,K
1J,
2,H
1,C DUP
3H,
6,H DUP
6H,
5,P
5,J DUP
4,K DUP
6,U
5,H
5,B
4P,
4,C DUP
6,K
4K,
,5J
,3H
,5K
1K,
6B,
1,P
2P,
6,M
1,H
6,C DUP
3,H DUP
4U,
3,U
,1H
,3U
,4J
4,P
4,H
5K,
5,H DUP
4,B
2B,
,4U
3,M DUP
5,P DUP
2,B
3,M
,6H
5,M DUP
4J,
,4H
3,J
6,U DUP
,2P
2M,
,1K
,4P
5,M
1,P DUP
5,K DUP
6,K DUP
1P,
5,J
4H,
3U,
4,P DUP
1,B
,4M
4,J DUP
,6B
2,P DUP
3,U DUP
3,K
2H,
1H,
5,U
3,K DUP
2,M DUP
5,U DUP
6,P
5,K
6,H
3,C DUP
,3K
,6K
6,B
2,M
5J,
KELAS,ALUMNI
1,H DUP
