Level,Name
5,CERDIK
2,PINTAR
KHAS,RENDAH TOPAZ
4,BESTARI
6,CERDIK
KHAS,RENDAH RUBY
3,PINTAR
1,BESTARI
KHAS,RENDAH EMERALD
4,ARIF
PPKI,DIAMOND
PPKI,JADE
2,CERDIK
1,BIJAK
1,ARIF
1,ALUMNI
KHAS RENDAH,DIAMOND
KHAS RENDAH,JADE
5,BESTARI
3,CERDIK
4,PINTAR
PPKI,TOPAZ
KHAS RENDAH,TOPAZ
5,BIJAK
5,ARIF
6,BESTARI
PRASEKOLAH,PRASEKOLAH COMEL
1,PINTAR
PPKI,RUBY
KHAS RENDAH,RUBY
6,BIJAK
6,ARIF
KHAS,RENDAH DIAMOND
4,CERDIK
2,BESTARI
PPKI,EMERALD
PRASEKOLAH,COMEL
PRASEKOLAH,PRASEKOLAH CILIK
PRASEKOLAH,CILIK
2,ARIF
KHAS RENDAH,EMERALD
1,CERDIK
3,BESTARI
2,BIJAK
5,PINTAR
3,ARIF
3,BIJAK
6,PINTAR
