Level,Name
PPKI,K1
1,UKM
2,UMS
2,UM
2,KAA
4,EKON 2
4,EKON2
4,PSV1
3,UMS
4,UTM
PPKI,K6
2,UIAM
4,ST
4,PSV3
3,UM
3,KAA
4,PSV2
KHAS,MENENGAH K8
2,USM
5,EKON 2
KHAS,MENENGAH K2
KHAS,MENENGAH K3
PPKI,K3
3,UIAM
KHAS,MENENGAH K6
1,UTM
1,ALUMNI
3,USM
KHAS,MENENGAH K5
PPKI,K7
2,UUM
5,EKON2
4,UMS
2,UPM
KHAS,MENENGAH K4
2,UITM
4,UM
4,KAA
PPKI,K4
3,UUM
2,UKM
1,UMS
4,DIGITAL
3,UPM
4,DLP
4,SK
3,UITM
4,EKON1
4,UIAM
4,USM
1,UM
1,KAA
3,UKM
4,PSV 3
PPKI,K5
1,UIAM
1,USM
5,EKON 1
KHAS,MENENGAH K7
2,UTM
4,PSV 1
4,UUM
5,DLP
4,UPM
5,KAA
PPKI,K2
4,UITM
3,UTM
PPKI,K8
5,DIGITAL
4,UKM
1,UPM
1,UUM
5,EKON1
1,UITM
