Level,Name
2,AKASIA
6 SEM 3,UIA A
6 SEM 3,USM A
4,UPSI
5,UNIMAS
6 SEM 2,USM B
6 SEM 2,UKM B
5,UTHM
TINGKATAN,ENAM ATAS USM A
TINGKATAN,SATU ALAMANDA
6,RENDAH UUM B
6 ATAS,UUM A
6,ATAS UTM A
TINGKATAN,LIMA UMK
3,AMARILIS
5,UITM
TINGKATAN,TIGA AZALEA
2,ALICIA
TINGKATAN,TIGA ALAMANDA
TINGKATAN,TIGA ADALIA
4,UTEM
1,ANGSANA
3,ALAMANDA
6,RENDAH 6UKMB
2,AKHTAR
6,ATAS UKM A
TINGKATAN,DUA ALAMANDA
6,RENDAH 6UUMB
6 SEM 3,UTM A
1,ANGGERIK
2,AZALEA
6,RENDAH UTM B
6,ATAS USM A
6,RENDAH UPM B
6 SEM 3,UKM A
TINGKATAN,SATU ANGGERIK
3,ALICIA
6,ATAS UIA A
6,RENDAH 6UIAB
4,UPNM
5,UNIMAP
TINGKATAN,TIGA AMARILIS
3,AKHTAR
6 SEM 2,UIA B
1,ADALIA
TINGKATAN,LIMA UNIMAP
TINGKATAN,LIMA UPSI
3,AZALEA
4,ADALIA
5,USIM
5,UMK
TINGKATAN,LIMA UTHM
6,ATAS UPM A
TINGKATAN,LIMA UITM
TINGKATAN,ENAM ATAS UUM A
6 SEM 3,UUM A
TINGKATAN,TIGA ALICIA
PERALIHAN,PA
4,ANGSANA
TINGKATAN,LIMA UPNM
1,AMARILIS
TINGKATAN,EMPAT UMP
TINGKATAN,SATU AZALEA
6 ATAS,UPM A
TINGKATAN,TIGA AKASIA
6,RENDAH UIA B
1,ALAMANDA
1,AKASIA
4,ANGGERIK
4,UTHM
PERALIHAN,ALMOND
TINGKATAN,SATU ADALIA
3,ANGSANA
4,AKASIA
4,UMP
5,UPSI
6,RENDAH 6UPMB
4,UITM
TINGKATAN,LIMA UNIMAS
6,RENDAH UKM B
1,ALICIA
TINGKATAN,EMPAT UNIMAP
1,AKHTAR
6 ATAS,UIA A
6 ATAS,USM A
2,ANGSANA
5,UTEM
6,ATAS UUM A
TINGKATAN,SATU ALICIA
6,RENDAH USM B
1,AZALEA
6 SEM 2,UUM B
3,ADALIA
2,ANGGERIK
TINGKATAN,TIGA ANGGERIK
TINGKATAN,SATU AMARILIS
TINGKATAN,ENAM ATAS UTM A
TINGKATAN,EMPAT USIM
1,PA
4,UNIMAP
6,RENDAH 6UTMB
6,RENDAH 6USMB
4,UNIMAS
TINGKATAN,DUA AKASIA
4,ALAMANDA
TINGKATAN,DUA AKHTAR
TINGKATAN,EMPAT UTEM
5,UPNM
5,UMP
TINGKATAN,DUA ADALIA
TINGKATAN,EMPAT UPSI
6 SEM 3,UPM A
6 ATAS,UTM A
4,USIM
TINGKATAN,LIMA USIM
2,ADALIA
TINGKATAN,DUA ANGGERIK
3,ANGGERIK
6 SEM 2,UTM B
TINGKATAN,LIMA UTEM
4,UMK
TINGKATAN,SATU AKASIA
3,AKASIA
6 ATAS,UKM A
TINGKATAN,TIGA ANGSANA
TINGKATAN,ENAM ATAS UIA A
1,ALUMNI
6 SEM 2,UPM B
TINGKATAN,ENAM ATAS UKM A
TINGKATAN,SATU ANGSANA
4,AKHTAR
TINGKATAN,LIMA UMP
TINGKATAN,ENAM ATAS UPM A
2,AMARILIS
4,AZALEA
2,ALAMANDA
