Level,Name
2,IBNU RAZI
PRASEKOLAH,IBNU KHALDUN
KHAS,RENDAH 2 AL FARABI
4,IBNU SINA
PRASEKOLAH,PRASEKOLAH IBNU SINA
KELAS KHAS RENDAH,2 AL FARABI
2,IBNU BATUTTA
5,IBNU BATTUTA
3,IBNU RAZI
1,IBNU ABBAS
5,IBNU KHALDUN
1,IBNU SINA
3,IBNU BATUTTA
6,IBNU BATTUTA
PPKI,1 AL FARABI
6,IBNU KHALDUN
PRASEKOLAH,IBNU SINA
2,IBNU MAJAH
1,ALUMNI
2,IBNU BATTUTA
PPKI,2 AL FARABI
2,IBNU KHALDUN
4,IBNU RAZI
5,IBNU SINA
3,IBNU MAJAH
3,IBNU BATTUTA
3,IBNU KHALDUN
1,IBNU RAZI
6,IBNU SINA
4,IBNU BATUTTA
2,IBNU ABBAS
PPKI,3 AL FARABI
1,IBNU BATUTTA
2,IBNU SINA
5,IBNU RAZI
PRASEKOLAH,IBNU BATUTTA
3,IBNU SINA
4,IBNU KHALDUN
4,IBNU BATTUTA
6,IBNU RAZI
5,IBNU BATUTTA
KHAS,RENDAH 1 AL FARABI
1,IBNU MAJAH
1,IBNU BATTUTA
1,IBNU KHALDUN
6,IBNU BATUTTA
