Level,Name
PPKI,UPSI
4,USM
5USM,
3,UM
4,4 UPM
KHAS MENENGAH,KAV 2
5,5 UTM
PPKI,UNIMAS
PPKI,UMS
4,4 UTM
4USM,
5,5 UPM
,4UPM
3,UKM
,5UPM
4,4 USM
5,UTM
KHAS MENENGAH,KR 3
KHAS,MENENGAH KAV 3
5,5 UM
1UTM,
4,UM
4UKM,
0,ALUMNI
PKI,UNIKL
2,UKM
KHAS,MENENGAH KR 3
2,USM
,4UTM
3,3 UM
4,UPM
,5USM
KHAS MENENGAH,KAV 1
KHAS MENENGAH,KR 2
5UPM,
,4UKM
,1UKM
PPKI,UNIKL
3UKM,
3,3 UPM
5,5 USM
1UKM,
1,UTM
3,UPM
KHAS MENENGAH,KR 1
5,UKM
5,USM
PKI,UITM
2,UM
3,3 USM
,4USM
KHAS,MENENGAH KAV 1
1USM,
3,3 UTM
PKI,UMP
KHAS MENENGAH,KVS OPT 2
,4UM
1,ALUMNI
,1UM
2,UPM
3,UTM
PPKI,UITM
PERALIHAN,INTI
PPKI,UMP
5,UM
3,3 UKM
KHAS MENENGAH,KAV 3
,1USM
PKI,UIA
5,5 UKM
PKI,UUM
1,UKM
KHAS,MENENGAH KAV 2
4,UTM
1,USM
,5UTM
3USM,
4,4 UM
,3USM
PPKI,UIA
4UM,
5UTM,
1UM,
PPKI,UUM
PKI,UNITEN
3,USM
,3UKM
4UTM,
1,UM
PKI,UPSI
4,4 UKM
KHAS MENENGAH,KVS OPT 1
,1UTM
PKI,UNIMAS
2,UTM
PKI,UMS
4UPM,
PPKI,UNITEN
KHAS MENENGAH,KVS ROTI
5,UPM
PPKI,INTI
1,UPM
4,UKM
