Level,Name
SEM,2 FIZIK
6S3,GEO 2
6 ATAS,SEM 2 FIZIK
3,3 SINUS
6S3,GEO 1
6,RENDAH SEM 1 SEJ
5,SNAT
6 SEM 2,SEM 2 FIZIK
SEM 1,BIO
6S2,AKAUN
SEM 1,GEO 2
SEM,2 MATH
3,SINUS
6,RENDAH SEM 1 MATH
6 SEM 3,SEM 3 GEO 1
6S2,BIO
6 SEM 2,SEM 2 MATH
3,KOSINUS
6S2,GEO 1
5,SNB
6 SEM 2,SEM 2 GEO 2
6,ATAS SEM 2 GEO 2
4,SI
2,SINUS
6 ATAS,SEM 2 AKAUN
SEM,2 BIO
2,TANGEN
SEM,2 SEJ
6 SEM 3,SEM 3 BIO
6 SEM 3,SEM 3 SEJ
6 ATAS,SEM 2 SEJ
3,3 TANGEN
SEM,2 GEO 2
6S3,FIZIK
6S3,SEJ
6S3,MATH
6,ATAS SEM 2 BIO
6,RENDAH SEM 1 BIO
6,ATAS SEM 2 AKAUN
6 SEM 3,SEM 3 AKAUN
SEM 1,FIZIK
6S2,GEO 2
6,RENDAH SEM 1 GEO 1
1,TANGEN
SEM 1,SEJ
2,2 TANGEN
6,ATAS SEM 2 GEO 1
6,RENDAH SEM 1 GEO 2
6 SEM 3,SEM 3 FIZIK
1,ALUMNI
6 SEM 3,SEM 3 MATH
4,4 SI
6 SEM 2,SEM 2 AKAUN
6S2,SEJ
2,KOSINUS
4,4 SNB
6,RENDAH SEM 1 FIZIK
3,3 KOSINUS
6S3,AKAUN
6,ATAS SEM 2 FIZIK
6 SEM 2,SEM 2 SEJ
1,SINUS
1,1 TANGEN
6 SEM 3,SEM 3 GEO 2
KELAS,ALUMNI
SEM 1,AKAUN
6,RENDAH SEM 1 AKAUN
6 ATAS,SEM 2 GEO 1
2,2 KOSINUS
1,KOSINUS
4,SNAT
1,1 SINUS
SEM,2 AKAUN
5,5 SI
5,SI
6S2,FIZIK
4,4 SNAT
6S2,MATH
SEM 1,GEO 1
6 ATAS,SEM 2 BIO
5,5 SNAT
6 ATAS,SEM 2 MATH
6 SEM 2,SEM 2 BIO
SEM,2 GEO 1
3,TANGEN
5,5 SNB
4,SNB
6,ATAS SEM 2 SEJ
6 ATAS,SEM 2 GEO 2
1,1 KOSINUS
6,ATAS SEM 2 MATH
2,2 SINUS
6S3,BIO
6 SEM 2,SEM 2 GEO 1
