Level,Name
6,ATAS PUA GAHARU
3,CENGAL
6,RENDAH PUR JATI
5,CENDANA
4,CENDANA
6,ATAS PUA KERUING
1,CENGAL
3,GAHARU
1,GAHARU
6 ATAS,PUA GAHARU
6 SEM 2,PUR JATI
6,RENDAH PUR CENGAL
2,JATI
5,CENGAL
4,CENGAL
4,GAHARU
6 SEM 2,PUR GAHARU
5,GAHARU
3,JATI
6 ATAS,PUA CENDANA
1,JATI
6,ATAS PUA JATI
2,KERUING
1,ALUMNI
6,RENDAH PUR KERUING
3,KERUING
6 ATAS,PUA JATI
6 SEM 2,PUR CENDANA
1,KERUING
2,CENDANA
6 ATAS,PUA KERUING
6,ATAS PUA CENGAL
4,JATI
6,RENDAH PUR GAHARU
6,RENDAH PUR CENDANA
3,CENDANA
1,CENDANA
5,KERUING
5,MERANTI
6,ATAS PUA CENDANA
4,KERUING
4,MERANTI
6 SEM 2,PUR CENGAL
6 SEM 2,PUR KERUING
6 ATAS,PUA CENGAL
2,CENGAL
2,GAHARU
