Level,Name
2,J
6,D
3,H
3,F
4,C
3,G
3,B
KKR,A
1,ALUMNI
1,1A
6,E
3,L
1,J
2,C
5,F
2,K
1,1D
PRASEKOLAH,PING MING
3,D
5,L
4,J
5,A
KKR,F
PPKI,4 HIJAU
3,E
KKR,B
6,J
1,C
1,K
PPKI,1 HIJAU
5,E
1,1C
4,K
KKR,D
2,H
2,F
5,H
5,G
2,L
4,A
5,B
6,C
KKR,E
2,A
5,D
1,H
1,F
PPKI,2 MERAH
2,E
1,L
4,H
3,C
4,F
4,G
4,B
5,5H
1,A
PPKI,1 MERAH
2,G
2,B
6,F
4,D
3,J
1,E
2,D
5,J
KKR,C
6,A
4,E
1,G
1,B
3,K
1,D
PPKI,4 MERAH
5,C
3,A
5,K
PPKI,1 KUNING
6,H
6,G
6,B
2,M
