Level,Name
1,USM
CAHAYA,KASIH 4
1,UTM
3,UKM
4,UKM
2,USM
PPKI,CAHAYA KASIH 2
6,UKM ALUMNI
4,4UTM
2,UTM
6,USM
6,UTM ALUMNI
6,UTM
CAHAYA,KASIH 3
6,USM ALUMNI
ALUMNI CAHAYA,KASIH 2
3,USM
4,USM
ALUMNI CAHAYA,KASIH 1
PPKI,CAHAYA KASIH 5
KHAS,RENDAH CAHAYA KASIH 3
KHAS,RENDAH CAHAYA KASIH 1
5,UPM
3,UTM
4,UTM
PPKI,CAHAYA KASIH 4
ROSAK,UPM
KELAS,ALUMNI
PPKI,CAHAYA KASIH 1
ALUMNI CAHAYA,KASIH 4
KHAS,RENDAH CAHAYA KASIH 4
5,UKM
1,UPM
4,UIA
3,UIA
PPKI,CAHAYA KASIH 3
CAHAYA,KASIH 5
2,UPM
6,UPM ALUMNI
ALUMNI,SKPT2
CAHAYA,KASIH 2
PRA,SEKOLAH
1,UKM
6,UPM
CAHAYA,KASIH 1
PRASEKOLAH,PRASEKOLAH PINTAR SK PERUMAHAN TAMPOI (2)
5,USM
ROSAK,USM
2,UKM
4,UPM
ALUMNI CAHAYA,KASIH 3
3,UPM
ROSAK,UTM
KHAS,RENDAH CAHAYA KASIH 2
5,UTM
NO,CLASS
6,UKM
