Level,Name
5,AL-FARABI
KHAS MENENGAH,BERLIAN
1,AL FARABI
PPKI,BERLIAN
5,AL-JAZARI
3,3 AL-HAITAMI
4,4 AL-HAITAMI
4,AL-HAITAMI
1,1 AL-FARABI
2,2 AL-KHAWARIZMI
1,1 AL-KHAWARIZMI
4,4 AL-FARABI
KHAS,MENENGAH MUTIARA
2,AL-KHAWARIZMI
4,AL-FARABI
1,1 AL-JAZARI
2,2 AL-FARABI
5,AL-KHAWARIZMI
4,AL-JAZARI
KHAS MENENGAH,MUTIARA
1,1 AL KHAWARIZMI
PPKI,MUTIARA
1,1 AL HAITAMI
2,2 AL-JAZARI
5,5 AL-KHAWARIZMI
1,AL KHAWARIZMI
3,AL-HAITAMI
3,3 AL-KHAWARIZMI
4,4 AL-JAZARI
4,AL-KHAWARIZMI
1,AL HAITAMI
KHAS MENENGAH,DELIMA
1,1 AL JAZARI
1,AL JAZARI
3,AL-FARABI
3,AL-JAZARI
3,3 AL-JAZARI
5,5 AL-FARABI
KHAS MENENGAH,ZAMRUD
PPKI,DELIMA
1,1 AL FARABI
2,2 AL-HAITAMI
1,1 AL-HAITAMI
1,ALUMNI
2,AL-HAITAMI
3,3 AL-FARABI
5,5 AL-HAITAMI
5,AL-HAITAMI
KHAS,MENENGAH BERLIAN
3,AL-KHAWARIZMI
5,5 AL-JAZARI
4,4 AL-KHAWARIZMI
2,AL-JAZARI
2,AL-FARABI
