Level,Name
PPKI,PK3
,4B
,5B
6G,
5,B
6F,
KHAS RENDAH,PK4
PPKI,1 AKTIF
1A,
6,B
1,C
5,5J
4B,
PPKI,PK4
1,F
5E,
2,2C
6A,
1,B
6,6E
,PK1
3,3B
,6D
5B,
6,6B
4H,
2,A
6,6H
5H,
2D,
1E,
3,3D
,PK4
4,A
,2D
2C,
3,3H
KHAS RENDAH,PK3
1,1C
3D,
,3D
2,D
2,2F
,6A
2,2D
,6F
3E,
,3H
2,2A
,1E
,6J
3,E
4,D
1,A
3,3A
4,4D
5,G
,5E
6,G
6,F
6C,
6,6J
5,5G
5,H
,1A
6,H
,5J
5,5H
6,6C
4,4B
3G,
1,D
5,5B
PPKI,4 DINAMIK
,6E
2,E
,6B
6J,
1,1F
,6H
3,C
,1C
3,3E
,4E
4,E
5,A
6,6I
3,F
6,A
1,ALUMNI
2E,
3,B
,3E
,4H
PPKI,PK2
1,1D
4,4A
4,4C
4,4G
5,D
3,3G
2,C
6,6G
6,D
6I,
5,5A
2,F
,2B
6B,
6D,
4,C
,3G
5,5C
2,B
,5G
1D,
3H,
4,F
6,6A
,6C
,5H
4,B
5J,
PK2,
3,A
,2C
4E,
5G,
PPKI,3 CERDAS
5,E
KHAS RENDAH,PK2
6,E
1,1E
,1D
,6I
1C,
6,6D
3,3F
4,4F
5,5I
3,D
PK1,
PK4,
1,1A
1,E
4,4E
2B,
1,1B
5,5D
3,3C
,2E
,6G
5,5F
6H,
6E,
PPKI,2 BESTARI
4,4H
KHAS RENDAH,PK1
5,C
,PK2
6,6F
,2A
2,2E
2,2B
6,C
5,F
PPKI,PK1
2A,
5,5E
