Level,Name
3,DELIMA
KHAS RENDAH,PPKI BAIDURI
5,BAIDURI
1,DELIMA
4,BAIDURI
PRASEKOLAH,PRASEKOLAH TUNAS CENDEKIA
PPKI,PPKI DELIMA
6,BAIDURI
PPKI,PPKI BAIDURI
5,DELIMA
PPKI,ZAMRUD
4,DELIMA
KHAS,RENDAH PPKI BAIDURI
SK SERI PULEH'S,TEACHERS
6,DELIMA
1,ALUMNI
KHAS,RENDAH PPKI ZAMRUD
PRASEKOLAH,PRASEKOLAH PINTAR
PPKI,BAIDURI
2,BAIDURI
3,BAIDURI
PRASEKOLAH,PINTAR
KHAS,RENDAH PPKI DELIMA
KHAS RENDAH,PPKI ZAMRUD
1,BAIDURI
KHAS RENDAH,PPKI DELIMA
PPKI,DELIMA
2,DELIMA
PRASEKOLAH,TUNAS CENDEKIA
