Level,Name
6,ATAS SAINS SOSIAL 7/ SEM 3
6,ATAS SAINS TULEN 2/ SEM 3
6,SEM 2 SAINS SOSIAL 6
6,ATAS SAINS SOSIAL 3/ SEM 3
6,RENDAH SAINS SOSIAL 1/ SEM 1
6,RENDAH SAINS SOSIAL 6/ SEM 1
6,SEM 2 SAINS SOSIAL 2
6 SEM 2,SAINS TULEN 1
6,ATAS SAINS TULEN 1/ SEM 2
6 SEM 3,SAINS SOSIAL 3
6,RENDAH SAINS SOSIAL 5/ SEM 1
6 SEM 3,SAINS TULEN 2
6,RENDAH SAINS TULEN 2/ SEM 1
6 SEM 3,SAINS SOSIAL 6
6,ATAS SAINS SOSIAL 5/ SEM 2
6,RENDAH SAINS SOSIAL 4/ SEM 1
6,ATAS SAINS TULEN 1/ SEM 3
6,ATAS SAINS SOSIAL 4/ SEM 1
6,ATAS SAINS SOSIAL 2/ SEM 3
6,RENDAH SAINS SOSIAL 2/ SEM 1
6 SEM 3,SAINS TULEN 1
6,ATAS SAINS TULEN 2/ SEM 2
6,RENDAH SAINS SOSIAL 3/ SEM 1
6,ATAS SAINS SOSIAL 4/ SEM 3
6 SEM 2,SAINS SOSIAL 4
6,ATAS SAINS SOSIAL 2/ SEM 2
6 SEM 2,SAINS SOSIAL 5
6,ATAS SAINS SOSIAL 5/ SEM 3
6,ATAS SAINS SOSIAL 7/ SEM 2
6,RENDAH SAINS TULEN 1/ SEM 1
6,ATAS SAINS SOSIAL 6/ SEM 2
6,RENDAH SAINS SOSIAL 7/ SEM 1
6,ATAS SAINS SOSIAL 4/ SEM 2
6,ATAS SAINS SOSIAL 6/ SEM 3
6,ATAS SAINS SOSIAL 3/ SEM 2
6,ATAS SAINS SOSIAL 1/ SEM 2
6 SEM 2,SAINS SOSIAL 1
1,ALUMNI
6 SEM 2,SAINS SOSIAL 2
6 SEM 2,SAINS TULEN 2
6 SEM 3,SAINS SOSIAL 4
6 SEM 2,SAINS SOSIAL 3
6 SEM 2,SAINS SOSIAL 7
6,ATAS SAINS SOSIAL 1/ SEM 3
6 SEM 2,SAINS SOSIAL 6
