Level,Name
6,AGENA
2,ALIOTH
KHAS,RENDAH BESTARI 5
1,ALUMNI
1,ANTARES
5,ACRUX
2,ALUDRA
1,ATRIA
6,ACRUX
PPKI,BESTARI 4
3,ACRUX
2,ANKAA
PPKI,BESTARI 1
2,ALMACH
1,AGENA
4,ALIOTH
PPKI,BESTARI 3
2,ANTARES
4,ALUDRA
KKR,BESTARI 4
PRASEKOLAH,PRASEKOLAH
2,ATRIA
5,ALIOTH
4,ANKAA
1,ACRUX
4,ALMACH
KHAS,RENDAH BESTARI 1
KHAS,RENDAH BESTARI 4
6,ALIOTH
KKR,BESTARI 3
3,ALIOTH
PPKI,BESTARI 5
5,ALUDRA
4,ANTARES
2,AGENA
3,ALUDRA
5,ANKAA
5,ALMACH
6,ANKAA
4,ATRIA
3,ANKAA
5,AGENA
KHAS,RENDAH BESTARI 3
6,ALMACH
2,ACRUX
3,ALMACH
5,ANTARES
KHAS,RENDAH BESTARI 6
KKR,BESTARI 5
PPKI,BESTARI 6
1,ALIOTH
PPKI,BESTARI 2
6,ANTARES
4,AGENA
5,ATRIA
KELAS,ALUMNI
KHAS,RENDAH BESTARI 2
3,ANTARES
1,ALUDRA
3,ATRIA
6,ATRIA
1,ANKAA
KKR,BESTARI 2
4,ACRUX
KKR,BESTARI 6
1,ALMACH
3,AGENA
