Level,Name
2,AL-KHWARIZMI
5,ALAMANDA
2,ACALAYPHA
KHAS MENENGAH,ADENIUM
5,ACALAYPHA
6 ATAS,ASTER
PPKI,ADENIUM
4,ASTER
2,AL KHWARIZMI
2,AMARILIS
6 SEM 3,ASTER
5,AMARILIS
6,ATAS ASTER
4,ALYSSUM
KHAS MENENGAH,ANDALAS
PERALIHAN,ANDALAS
1,ANDALAS
1,ALLIUM
3,ANDALAS
6 ATAS,ACALAYPHA
3,ALLIUM
3,AZALEA
6 SEM 2,BOUVARDIA
4,AZALEA
1,AZALEA
4,ACALAYPHA
6,ATAS ANDALAS
PPKI,ANDALAS
6 SEM 3,ACALAYPHA
6,ATAS ACALAYPHA
6,RENDAH BOUVARDIA
1,ASTER
3,ASTER
4,AMARILIS
5,ANTHURIUM
KHAS MENENGAH,ALYSSUM
1,AL KHAWARIZMI
1,ALYSSUM
3,ALYSSUM
PPKI,ALYSSUM
6 SEM 2,BORONIA
KHAS MENENGAH,ACALAYPHA
6,RENDAH BUDDLEIA
1,ACALAYPHA
KHAS MENENGAH,ALAMANDA
3,ACALAYPHA
2,ANDALAS
PPKI,ALAMANDA
2,ALLIUM
2,AZALEA
5,ANDALAS
5,ALLIUM
5,AZALEA
1,AL KHWARIZMI
PPKI,ACALAYPHA
6,RENDAH BORONIA
3,AMARILIS
1,AMARILIS
2,ASTER
1,ALUMNI
5,ASTER
2,ALYSSUM
6 ATAS,ANDALAS
5,ALYSSUM
4,ANDALAS
4,ALLIUM
6 SEM 3,ANDALAS
6 SEM 2,BUDDLEIA
