Level,Name
1,AL-ZAHRAWI
1,AL-GHAZALI
2,AL-ZAHRAWI
2,AL-GHAZALI
PPKI,ALI ABI THALIB
3,AL-RAZI
1,AL-KINDI
6,AL-RAZI
2,AL-KINDI
4,AL-GHAZALI
1,AL-KHAWARIZMI
PRASEKOLAH,PRASEKOLAH KENANGA
KHAS RENDAH,UMAR AL KHATAB
1,AL-BATTANI
1,AL FARABI
1,AL-FARABI
2,AL-FARABI
2,AL-KHAWARIZMI
4,AL-KINDI
6,AL-BATTANI
2,AL-BATTANI
PPKI,UMAR AL KHATAB
4,AL-KHAWARIZMI
5,AL-GHAZALI
PRASEKOLAH,KENANGA
1,AL RAZI
4,AL-FARABI
5,AL-KINDI
4,AL-BATTANI
PRASEKOLAH,PRASEKOLAH DAHLIA
5,AL-KHAWARIZMI
1,AL-RAZI
1,ALUMNI
3,AL-GHAZALI
5,AL-FARABI
PRASEKOLAH,CEMPAKA
2,AL-RAZI
6,AL-GHAZALI
5,AL-BATTANI
PRASEKOLAH,DAHLIA
3,AL-KINDI
1,AL KHAWARIZMI
4,AL-RAZI
1,AL GHAZALI
3,AL-BATTANI
3,AL-KHAWARIZMI
6,AL-KINDI
6,AL-KHAWARIZMI
1,AL BATTANI
3,AL-FARABI
6,AL-FARABI
1,AL KINDI
5,AL-RAZI
PRASEKOLAH,PRASEKOLAH CEMPAKA
