Level,Name
2,USM
1,UITM
2,UIA
KHAS,MENENGAH PK6
T4,UNIMAS
2,UITM
KHAM,PK6
KHAS MENENGAH,PK 3
KELAS,ALUMNI
5,UTM
T4,UITM
KHAM,PK4
PPKI,KR KEBUN 3
KKM,PK6
4,UPM
1,UPM
PPKI,PK2
T2,UIA
5,UMS
2,UPM
KHAM,TINGKATAN 1
1,UTM
4,UUM
4,UM
T3,UMS
3,UUM
3,UM
4,USM
5,UPSI
3,USM
2,UTM
KHAM,TINGKATAN 3
KKM,PK5
KHAM,TINGKATAN 4
3,UIA
KKM,TINGKATAN 1
4,UKM
4,UITM
PPKI,PK6
T1,UIA
T4,UMS
KHAS MENENGAH,PK 6
PPKI,KAV MASAKAN
1,UKM
KKM,TINGKATAN 3
KHAS,MENENGAH PK3
4,UNIMAS
T4,UPSI
T2,UPM
2,UKM
1,UNIMAS
1,UPSI
KHAM,PK3
KHAS,MENENGAH TINGKATAN 1
2,UNIMAS
PPKI,TINGKATAN 2
2,UPSI
PPKI,PK5
KHAS MENENGAH,PK 1
PPKI,TINGKATAN 1
T2,UM
T2,UUM
KKM,PK3
3,UPM
KKM,PK4
T2,USM
KHAS MENENGAH,PK TINGKATAN 1
T1,UPM
4,UTM
KHAS,MENENGAH PK2
T5,SLDN KFC
T2,UKM
T2,UITM
KHAS MENENGAH,PK TINGKATAN 3
PPKI,KVS ROTI 1
KHAS,MENENGAH PK1
T5,UM
T2,UNIMAS
KHAM,PK7
KHAM,PK1
T1,UM
T1,UUM
T5,USM
PPKI,KR MASAKAN
T1,USM
PPKI,KVS ROTI 4
4,UMS
3,UKM
3,UITM
PPKI,PK3
PPKI,PK4
T5,UITM
1,UMS
T1,UKM
T1,UITM
4,UPSI
3,UNIMAS
2,UMS
T1,UNIMAS
KHAS MENENGAH,PK 5
T3,UUM
T3,UM
PPKI,KVS ROTI 2
T2,UTM
KHAS,MENENGAH PK4
PPKI,KR PEMBUNGKUSAN 1
T3,USM
T3,UIA
PPKI,KR PEMBUNGKUSAN 2
T4,UUM
T4,UM
T3,UITM
T5,UPM
KHAM,PK2
T4,USM
PPKI,TINGKATAN 3
KHAS MENENGAH,PK TINGKATAN 4
PPKI,TINGKATAN 4
3,UTM
PPKI,KVS ROTI 3
T2,UMS
PPKI,KR KEBUN 2
T1,UTM
5,UPM
T2,UPSI
KHAS,MENENGAH TINGKATAN 3
KHAS MENENGAH,PK 2
5,SLDN KFC
T3,UPM
3,UMS
T5,UKM
KKM,PK1
KHAS MENENGAH,PK 7
T1,UMS
5,UUM
5,UM
T3,UTM
3,UPSI
5,USM
PPKI,KR KEBUN 1
T4,UPM
T5,UNIMAS
T5,UPSI
T1,UPSI
5,UKM
KHAM,TINGKATAN 2
5,UITM
KHAS,MENENGAH PK5
T4,UTM
KHAM,PK5
T3,UKM
5,UNIMAS
1,UUM
1,UM
4,UIA
PPKI,PK7
KHAS,MENENGAH TINGKATAN 2
PPKI,PK1
1,USM
T3,UNIMAS
1,ALUMNI
KHAS MENENGAH,PK TINGKATAN 2
T3,UPSI
1,UIA
T4,UKM
2,UUM
2,UM
KHAS MENENGAH,PK 4
KKM,PK2
