Level,Name
KELAS,KHAS RENDAH KHAS AL KHALIL
4,4 AL FARABI
TEMPORARY,2 AL GHAZALI
PPKI,KHAS AL SAMAWAL
2,2 AL RAZI
PRASEKOLAH,IBNU MAJAH
KHAS,RENDAH KHAS AL KHINDI
1,AL GHAZALI
PPKI,KHAS AL KHINDI
1,AL BIRUNI
4,AL GHAZALI
3,3 AL ZAHRAWI
4,4 AL ZAHRAWI
3,3 AL BIRUNI
PRASEKOLAH,IBNU RUSHD
PPKI,KHINDI
KHAS,RENDAH KHAS AL NAFIS
1,1 AL GHAZALI
5,AL RAZI
3,AL FARABI
PPKI,SAMAWAL
4,4 AL GHAZALI
KELAS,KHAS RENDAH KHAS AL NAFIS
PPKI,RAZI
4,4 AL BIRUNI
2,2 AL ZAHRAWI
PPKI,KHAS AL HAYYAN
PPKI,KHAS AL NAFIS
3,AL GHAZALI
1,AL FARABI
TEMPORARY,1 AL BIRUNI
PPKI,HAYYAN
3,3 AL FARABI
3,AL BIRUNI
PPKI,KHAS AL RAZI
5,5 AL RAZI
6,6 AL FARABI
6,AL GHAZALI
1,AL ZAHRAWI
2,AL GHAZALI
4,AL FARABI
6,AL BIRUNI
TEMPORARY,1 AL FARABI
TEMPORARY,1 AL-RAZI
2,AL BIRUNI
PPKI,NAFIS
2,2 AL FARABI
PPKI,KHALIL
1,1 AL ZAHRAWI
4,AL ZAHRAWI
4,AL BIRUNI
TEMPORARY,2 AL-BIRUNI
5,5 AL BIRUNI
6,6 AL BIRUNI
ALUMNI,ALUMNI
3,3 AL GHAZALI
KELAS,KHAS RENDAH KHAS AL RAZI
6,AL FARABI
3,AL ZAHRAWI
2,AL FARABI
6,6 AL ZAHRAWI
6,AL ZAHRAWI
5,AL FARABI
2,AL ZAHRAWI
2,2 AL GHAZALI
TEMPORARY,2 AL-RAZI
KHAS,RENDAH KHAS AL HAYYAN
4,4 AL RAZI
1,AL RAZI
KELAS,KHAS RENDAH KHAS AL HAYYAN
5,AL GHAZALI
5,AL BIRUNI
KHAS,RENDAH KHAS AL KHALIL
KELAS,KHAS RENDAH KHAS AL SAMAWAL
KHAS,RENDAH KHAS AL SAMAWAL
1,1 AL FARABI
5,5 AL FARABI
5,5 AL ZAHRAWI
1,1 AL RAZI
KHAS,RENDAH KHAS AL RAZI
3,3 AL RAZI
PPKI,KHAS AL KHALIL
3,AL RAZI
6,AL RAZI
5,5 AL GHAZALI
KELAS,KHAS RENDAH KHAS AL KHINDI
TEMPORARY,1 AL-GHAZALI
2,AL RAZI
5,AL ZAHRAWI
1,1 AL BIRUNI
PRASEKOLAH,IBNU RUSH
6,6 AL RAZI
PRASEKOLAH,IBNU SINA
6,6 AL GHAZALI
1,ALUMNI
4,AL RAZI
TEMPORARY,2 AL-FARABI
