Level,Name
1,CEMPAKA
2,ANGGERIK
2,DAHLIA
3,ANGGERIK
KHAS,MENENGAH PK4
1,1 SEROJA
3,DAHLIA
PPKI,PK5
KHAS,MENENGAH PK3
5,MAWAR
PPKI,PK2
1,ALUMNI
1,KENANGA
1,SEROJA
PPKI,PK7
4,CEMPAKA
KELAS,KHAS MENENGAH PK 1
5,ANGGERIK
5,DAHLIA
PPKI,PK3
1,1 MAWAR
2,CEMPAKA
PERALIHAN,PERALIHAN
1,MAWAR
3,CEMPAKA
KHAS,MENENGAH PK 2
1,1 DAHLIA
PPKI,PK8
4,KENANGA
4,SEROJA
1,ANGGERIK
1,1 KENANGA
1,1 ANGGERIK
1,DAHLIA
2,KENANGA
PPKI,PK4
3,KENANGA
2,SEROJA
KELAS,KHAS MENENGAH PK3
KELAS,KHAS MENENGAH PK 2
3,SEROJA
5,CEMPAKA
4,MAWAR
1,1 CEMPAKA
KHAS,MENENGAH PK 1
4,ANGGERIK
PPKI,PK1
4,DAHLIA
1,PERALIHAN
2,MAWAR
5,KENANGA
5,SEROJA
3,MAWAR
PPKI,PK6
