Level,Name
5,IBNU RUSYD
4,IBNU KHALDUN
6,ATAS PS 5 / 2024
6 ATAS,PS 5 / 2024
5,AL IMTIYAZ
6,ATAS PS 2 / 2024
4,IBNU SINA
6,RENDAH PJ 5
5,AL FARABI
6 SEM 2,PS1 2025
6 SEM 2,PS4 2025
4,IBNU RUSYD
1,IBNU KHALDUN
6,RENDAH PJ 1
6,RENDAH PJ 2
1,IBNU SINA
3,AL KHINDI
4,AL FARABI
1,IBNU RUSYD
6 ATAS,PS 4 / 2024
6 SEM 3,PS1 2024
6 SEM 2,PS5 2025
6,ATAS PS 1 / 2024
6 ATAS,PS 3 / 2024
1,AL FARABI
5,AL KHINDI
6,ATAS PS 3 / 2024
6,ATAS PS 4 / 2024
6 SEM 3,PS 2 2024
6 ATAS,PS 1 / 2024
2,IBNU KHALDUN
6,RENDAH PJ 4
6 SEM 2,PS3 2025
6,RENDAH PJ 3
2,IBNU RUSYD
2,IBNU SINA
4,AL KHINDI
6 ATAS,PS 2 / 2024
3,IBNU KHALDUN
1,ALUMNI
2,AL FARABI
3,IBNU RUSYD
3,IBNU SINA
5,IBNU KHALDUN
6 SEM 2,PS2 2025
5,IBNU SINA
3,AL FARABI
