Level,Name
PRASEKOLAH,PRASEKOLAH AL JAZARI
1,IBNU QAYYUM
PRASEKOLAH,PRASEKOLAH AL BATANI
2,IBNU QAYYUM
4,IBNU KHALDUN
1,ALUMNI
5,IBNU SINA
3,IBNU SINA
6,IBNU SINA
PRASEKOLAH,AL BATANI
PRASEKOLAH,AL FARABI
1,IBNU KHALDUN
2,IBNU KHALDUN
PRASEKOLAH,PRASEKOLAH AL FARABI
5,IBNU RUSYD
6,IBNU RUSYD
3,IBNU RUSYD
4,IBNU SINA
3,IBNU QAYYUM
5,IBNU QAYYUM
6,IBNU QAYYUM
4,IBNU RUSYD
1,IBNU SINA
2,IBNU SINA
4,IBNU QAYYUM
3,IBNU KHALDUN
5,IBNU KHALDUN
6,IBNU KHALDUN
PRASEKOLAH,AL JAZARI
1,IBNU RUSYD
2,IBNU RUSYD
