Level,Name
1,ALUMNI
1,IBN SINA
2,AL-RAZI
4,IBN KHALDUN
1,AL JAZARI
1,AL-FARABI
4,AL-JAZARI
PRASEKOLAH,PRA AMAN
2,IBN BATUTAH
PRASEKOLAH,PRA MAKMUR
5,IBN KHALDUN
4,AL-RAZI
5,AL-JAZARI
6,AL-JAZARI
3,IBN KHALDUN
6,IBN KHALDUN
3,AL-JAZARI
2,IBN SINA
4,IBN BATUTAH
PRASEKOLAH,PRA DAMAI
2,AL-FARABI
1,AL RAZI
5,AL-RAZI
6,AL-RAZI
1,IBN KHALDUN
3,AL-RAZI
4,IBN SINA
1,AL-JAZARI
5,IBN BATUTAH
PRASEKOLAH,PRA SENTOSA
PRASEKOLAH,PRA HARMONI
1,AL FARABI
6,IBN BATUTAH
3,IBN BATUTAH
4,AL-FARABI
5,IBN SINA
6,IBN SINA
3,IBN SINA
1,AL-RAZI
5,AL-FARABI
2,IBN KHALDUN
3,AL-FARABI
2,AL-JAZARI
6,AL-FARABI
1,IBN BATUTAH
PRASEKOLAH,PRA SEJAHTERA
