Level,Name
5,CERDIK
PPKI,PKBP TEKUN
KELAS,KHAS RENDAH PKBP AZAM
KHAS RENDAH,PKBP YAKIN
PRASEKOLAH,MUMTAZ
KHAS,RENDAH PKBP YAKIN
6,GENIUS
KHAS RENDAH,PKBP AZAM
4,INTELEK
KHAS RENDAH,PKBP CEKAL
2,INTELEK
PKBP,EHSAN
3,GENIUS
4,CERDIK
2,CERDIK
1,GENIUS
KHAS,RENDAH PKBP AZAM
1,ALUMNI
PKBP,CEKAL
PPKI,PKBP EHSAN
5,GENIUS
KHAS RENDAH,PKBP USAHA
PPKI,PKBP YAKIN
KHAS RENDAH,PKBP GIGIH
PKBP,AZAM
PPKI,PKBP AZAM
PPKI,PKBP CEKAL
PKBP,YAKIN
KHAS,RENDAH PKBP GIGIH
KELAS,KHAS RENDAH PKBP USAHA
4,GENIUS
PKBP,TEKUN
2,GENIUS
6,INTELEK
KELAS,KHAS RENDAH PKBP YAKIN
KELAS,ALUMNI
PPKI,PKBP USAHA
KHAS,RENDAH PKBP CEKAL
KHAS RENDAH,PKBP TEKUN
KHAS,RENDAH PKBP TEKUN
3,INTELEK
6,CERDIK
PKBP,GIGIH
PPKI,PKBP GIGIH
1,CERDIK
KELAS,KHAS RENDAH PKBP TEKUN
1,INTELEK
3,CERDIK
KHAS,RENDAH PKBP USAHA
5,INTELEK
PKBP,USAHA
KELAS,KHAS RENDAH PKBP GIGIH
