Level,Name
KHAS RENDAH,TABAH
3,BIJAKSANA
KHAS,RENDAH DINAMIK
4,GEMILANG
PPKI,CERDIK
5,BIJAKSANA
PPKI,PINTAR
1,CEMERLANG
PPKI,DINAMIK
PPKI,YAKIN
KHAS,RENDAH CERDIK
PPKI,ARIF
KHAS,RENDAH RAJIN
1,ALUMNI
1,GEMILANG
2,BIJAKSANA
6,BIJAKSANA
KHAS RENDAH,RAJIN
PRASEKOLAH,PRASEKOLAH CAHAYAKU
KHAS RENDAH,BESTARI
4,BIJAKSANA
3,INTELEK
KHAS RENDAH,CERDIK
KHAS RENDAH,PINTAR
KHAS RENDAH,DINAMIK
1,BIJAKSANA
3,CEMERLANG
KHAS RENDAH,ARIF
PPKI,TABAH
2,INTELEK
5,CEMERLANG
PRASEKOLAH,CAHAYAKU
3,GEMILANG
KHAS,RENDAH PINTAR
KHAS,RENDAH TABAH
2,CEMERLANG
KHAS,RENDAH BESTARI
5,GEMILANG
6,CEMERLANG
PPKI,RAJIN
4,CEMERLANG
PPKI,BESTARI
2,GEMILANG
6,GEMILANG
