Level,Name
PPKI,3 DINAMIK
1,ALUMNI
PPKI,1 CERDIK
5,BAIDURI
4,PINTAR
6,BAIDURI
3,BAIDURI
1,1 BAIDURI
PPKI,1 ARIF
1,DELIMA
KHAS,RENDAH PENDIDIKAN KHAS 1
PPKI,4 ELIT
1,BAIDURI
1,ARIF
PPKI,1 BIJAK
KHAS,RENDAH PENDIDIKAN KHAS 4
PRASEKOLAH,PRA BAIDURI
KHAS,RENDAH PENDIDIKAN KHAS 2
2,BAIDURI
PPKI,3 ELIT
2,BIJAK
PPKI,4 DINAMIK
PPKI,5 ELIT
4,DELIMA
PPKI,3 CERDIK
KELAS,ALUMNI
PENDIDIKAN,KHAS 4
KHAS,RENDAH PENDIDIKAN KHAS 3
PENDIDIKAN,KHAS 2
PENDIDIKAN,KHAS 3
1,1 DELIMA
PPKI,2 DINAMIK
PPKI,2 BIJAK
5,DELIMA
4,BAIDURI
3,CERDIK
3,DELIMA
6,DELIMA
PPKI,2 CERDIK
