Level,Name
5,NEWTON
4,PLATO
KHAS,MENENGAH DA VINCI
PERALIHAN,EINSTEIN
4,IBNU SINA
2,PLATO
KHAS,MENENGAH NEWTON
PPKI,PLATO
3,PLATO
1,DA VINCI
5,EINSTEIN
PPKI,IBNU SINA
1,ALUMNI
2,IBNU SINA
4,HAMKA
5,ZAABA
KHAS,MENENGAH ZAABA
3,IBNU SINA
1,NEWTON
2,HAMKA
PPKI,EDISON
PPKI,HAMKA
4,DAVINCI
3,HAMKA
5,PLATO
1,EINSTEIN
2,DAVINCI
4,DA VINCI
1,ZAABA
5,IBNU SINA
3,DAVINCI
KHAS,MENENGAH HAMKA
2,DA VINCI
4,NEWTON
KHAS,MENENGAH EDISON
PPKI,DA VINCI
5,EDISON
5,HAMKA
PPKI,NEWTON
KHAS,MENENGAH AL-FARABI
2,NEWTON
3,DA VINCI
PPKI,AL-FARABI
1,PLATO
3,NEWTON
4,EINSTEIN
KHAS,MENENGAH IBNU KHALDUN
1,IBNU SINA
4,ZAABA
5,DAVINCI
PERALIHAN,NEWTON
PPKI,IBNU KHALDUN
2,EINSTEIN
PPKI,ZAABA
KHAS,MENENGAH EINSTEIN
PPKI,EINSTEIN
2,ZAABA
1,HAMKA
5,DA VINCI
0 KELAS,ALUMNI
KHAS,MENENGAH IBNU SINA
3,ZAABA
3,EINSTEIN
KHAS,MENENGAH PLATO
