Level,Name
5,ATTRACTIVE
2,ABSTRACT
2,AL HIKMAH
1,MAWAR
2,ANGGERIK
4,ARTISTIC
3,MAWAR
3,AL-HIKMAH
5,ABSTRACT
6,RENDAH ELIT
PERALIHAN,PERALIHAN
PPKI,BESTARI
1,ADORABLE
3,ADORABLE
1,DAHLIA
1,AMAZING
2,CEMPAKA
3,DAHLIA
3,AMAZING
6,ATAS CENDEKIA
6,BAWAH CENDEKIA
KHAS MENENGAH,ARIF (PEMBUATAN ROTI)
1,ALHIKMAH
PPKI,ARIF (PEMBUATAN ROTI)
3,ALHIKMAH
4,AGILE
4,ATTRACTIVE
KHAS MENENGAH,BESTARI
4,ABSTRACT
2,KAA
6 SEM 2,ELIT
1,ARTISTIC
5,AWESOME
2,MAWAR
2,AL-HIKMAH
3,ARTISTIC
6 ATAS,ELIT
3,BAKAWALI
5,awesome
1,BAKAWALI
2,DAHLIA
6 SEM 3,ELIT
2,AMAZING
2,ADORABLE
1,AGILE
5,ADORABLE
3,AGILE
PPKI,ARIF
1,ABSTRACT
6 SEM 2,CENDEKIA
5,AMAZING
3,ABSTRACT
4,AWESOME
6,BAWAH ELIT
1,ANGGERIK
3,ANGGERIK
6,RENDAH CENDEKIA
6 ATAS,CENDEKIA
alumni,alumni 2024
2,ARTISTIC
6 SEM 3,CENDEKIA
5,ARTISTIC
1,ALUMNI
1,CEMPAKA
4,ADORABLE
3,CEMPAKA
2,BAKAWALI
6,ATAS ELIT
4,AMAZING
1,KAA
3,KAA
2,AGILE
5,AGILE
