Level,Name
1,KV 1 BKP 2024
4,KV 2 DBF
2 VOKASIONAL,BKP 1
TAHUN,3 BAK
1,KPD 1
5,SLDN
2,DBG 2
TAHUN,2 BPP 1
KELAS,ALUMNI
2,KPD 1
TAHUN,2 BAK 2
4,DBF
4,DBG
1 VOKASIONAL (2023),1 KPD
3 VOKASIONAL,DKA 2
2 VOKASIONAL,BAK 1
3,DKA 1
TAHUN 3 DBE,1
3,DBE 2
3,DBG 1
1 VOKASIONAL (2023),BKP 2
4,DKA
1,BKP 1
TAHUN,2 BAK 1
1 VOKASIONAL (2023),BAK 1
2,BKP 1
4 VOKASIONAL,DBF
2 VOKASIONAL,2 KPD 2
3,DBE 1
1,KV 1 BPP 2024
1,BAK 1
1 VOKASIONAL,1 KPD 2024
TAHUN,4 BKP 2
2,BAK 1
4 VOKASIONAL,DKA
TAHUN,4 BAK 1
TAHUN,1 IPD 1
3,DBG 2
4,(OJT) KV DBG
1,KPD 2024
2 VOKASIONAL,BKP 2
TAHUN 3,DKA 2
4,KV 2 DBE 1
3,DBF
3 VOKASIONAL,DBG 2
4,DBE
5,SLDN 2024
2,(2023) SEM 3 2 KPD
TAHUN,1 BPP 1
3,KV 1 DBG 1
1,DBE
1,KV 1 KPD 2024
2 VOKASIONAL,2 KPD 1
TAHUN,2 KPD 1
TAHUN,2 BKP 2
3,KV 1 DBF
1,BPP
1 VOKASIONAL,1 BAK 2024
1 VOKASIONAL (2023),BPP 1
3 VOKASIONAL,DBF
3,KV 1 DBG 2
1,BKP 2
1,BAK
4,(OJT) KV DKA
3 VOKASIONAL,DKA 1
4,KV 2 DKA 2
TAHUN,3 BPP
3 VOKASIONAL,DBE 2
3 VOKASIONAL,DBG 1
2,BKP 2
4 VOKASIONAL,DBE
2,BAK
1,DKA 2
TAHUN,4 BKP 1
2,DKA 2
1,BKP 2024
TAHUN,4 IPD 1
1,KPD
3 VOKASIONAL,DBE 1
3,KV 1 DKA 2
2,(2023) SEM 3 2 BAK
2,KPD
4,KV 2 DBE 2
4,1 SLDN 1
TAHUN 4,DBF
2,(2023) SEM 3 2 BPP
2 VOKASIONAL,BPP 1
4,(OJT) KV DBF
TAHUN 4,DKA
TAHUN,3 IPD
2,BPP
3,DKA 2
1,DBG 2
TAHUN,4 BPP 1
1,BPP 1
4,KV 2 DBG 1
2,BPP 1
3,KV 1 DKA 1
3,KV 1 DBE
TAHUN 1,SLDN 2
1,BPP 2024
1 VOKASIONAL (2023),BKP 1
1,DBF
1,BAK 2024
TAHUN,2 BKP 1
2,(2023) SEM 3 2 BKP 2
2,(2023) SEM 3 2 BKP 1
1,DKA 1
2,DBF
4,KV 2 DKA 1
1,DBG 1
5,1 SLDN
2,DKA 1
2,DBE 2
2,DBG 1
1,KPD 2
4,KV 2 DBG 2
1 VOKASIONAL,1 BPP 2024
4 VOKASIONAL,DBG
4,(OJT) KV DBE
2,KPD 2
TAHUN,2 KPD 2
1,KV 1 BAK 2024
1 VOKASIONAL,1 BKP 2024
1,ALUMNI
2,DBE 1
