Level,Name
PPKI,AZALEA
4,IBNU KHALDUN
KHAS,MENENGAH AZALEA
4,AR RADZI
4,IBNU SINA
2,AL RADZI
5,AL FARABI
PPKI,AMARILIS
1,IBNU KHALDUN
KHAS MENENGAH,ANGSANA
KHAS,MENENGAH AKASIA
3,AL BIRUNI
KHAS MENENGAH,ANDALAS
1,IBNU SINA
PPKI,ANGGERIK
KHAS MENENGAH,AKASIA
1,AR RADZI
4,AL FARABI
KHAS MENENGAH,AZALEA
5,AL BIRUNI
1,AL FARABI
PPKI,ALAMANDA
4,AL BIRUNI
1,PERALIHAN
KHAS,MENENGAH AMARILIS
KHAS MENENGAH,AMARILIS
2,IBNU KHALDUN
2,AR RADZI
KHAS MENENGAH,ANGGERIK
2,IBNU SINA
1,AL BIRUNI
TINGKATAN 1,1 AL FARABI
3,IBNU KHALDUN
1,ALUMNI
2,AL FARABI
KHAS MENENGAH,ALMANDA
3,AR RADZI
PERALIHAN,PERALIHAN
3,IBNU SINA
KHAS,MENENGAH ANGSANA
PPKI,ANDALAS
PPKI,ANGSANA
5,IBNU KHALDUN
PPKI,AKASIA
KHAS,MENENGAH ANDALAS
5,IBNU SINA
3,AL FARABI
2,AL BIRUNI
5,AR RADZI
